	ID	POEM_NUMBER	POEM_TITLE	STANZA	LINE_NUMBER	LINE_IN_SOURCE	LINE	RHYMEWORD	RHYME	RECONSTRUCTION	COMMENT	PROBLEMS	SPLIT_LINE	ALIGNMENT	RHYMEIDS	LENGTH
5617	5618	249	假樂	249.2	2	宜君宜b[hiuang]王。	宜君宜王	王	249.2b	hiuang			宜 + 君 + 宜 + 王	宜 + 君 + 宜 + 王	0 0 0 1404	4
5618	5619	249	假樂	249.2	1	不愆不b[miuang]忘	不愆不忘	忘	249.2b	miuang			不 + 愆 + 不 + 忘	不 + 愆 + 不 + 忘	0 0 0 1404	4
5619	5620	249	假樂	249.2	2	率由舊b[tjiang]章。（阳部）	率由舊章	章	249.2b	tjiang	阳部		率 + 由 + 舊 + 章	率 + 由 + 舊 + 章	0 0 0 1404	4
5620	5621	249	假樂	249.3	1	威儀抑a[iet]抑	威儀抑抑	抑	249.3a	iet			威 + 儀 + 抑 + 抑	威 + 儀 + 抑 + 抑	0 0 1405 0	4
5621	5622	249	假樂	249.3	2	德音秩a[diet]秩。	德音秩秩	秩	249.3a	diet			德 + 音 + 秩 + 秩	德 + 音 + 秩 + 秩	0 0 1405 0	4
5623	5624	249	假樂	249.3	2	率由群a[phiet]匹。（质部）	率由群匹	匹	249.3a	phiet	质部		率 + 由 + 群 + 匹	率 + 由 + 群 + 匹	0 0 0 1405	4
5624	5625	249	假樂	249.3	1	受福無b[kiang]疆	受福無疆	疆	249.3b	kiang			受 + 福 + 無 + 疆	受 + 福 + 無 + 疆	0 0 0 1406	4
5625	5626	249	假樂	249.3	2	四方之b[kang]綱。（阳部）	四方之綱	綱	249.3b	kang	阳部		四 + 方 + 之 + 綱	四 + 方 + 之 + 綱	0 0 0 1406	4
5626	5627	249	假樂	249.4	1	之綱之a[kiə]紀	之綱之紀	紀	249.4a	kiə			之 + 綱 + 之 + 紀	之 + 綱 + 之 + 紀	0 0 0 1407	4
5627	5628	249	假樂	249.4	2	燕及朋a[hiuə]友。	燕及朋友	友	249.4a	hiuə			燕 + 及 + 朋 + 友	燕 + 及 + 朋 + 友	0 0 0 1407	4
5628	5629	249	假樂	249.4	1	百辟卿a[dzhiə]士	百辟卿士	士	249.4a	dzhiə			百 + 辟 + 卿 + 士	百 + 辟 + 卿 + 士	0 0 0 1407	4
5629	5630	249	假樂	249.4	2	媚于天a[tziə]子。（之部）	媚于天子	子	249.4a	tziə	之部		媚 + 于 + 天 + 子	媚 + 于 + 天 + 子	0 0 0 1407	4
5630	5631	249	假樂	249.4	1	不解于b[hiuət]位	不解于位	位	249.4b	hiuət			不 + 解 + 于 + 位	不 + 解 + 于 + 位	0 0 0 1408	4
5631	5632	249	假樂	249.4	2	民之攸b[xiət]塈。（物部）	民之攸塈	塈	249.4b	xiət	物部		民 + 之 + 攸 + 塈	民 + 之 + 攸 + 塈	0 0 0 1408	4
5633	5634	250	公劉	250.1	2	匪居匪a[khang]康	匪居匪康	康	250.1a	khang			匪 + 居 + 匪 + 康	匪 + 居 + 匪 + 康	0 0 0 1409	4
5634	5635	250	公劉	250.1	3	迺埸迺a[kiang]疆	迺埸迺疆	疆	250.1a	kiang			迺 + 埸 + 迺 + 疆	迺 + 埸 + 迺 + 疆	0 0 0 1409	4
5635	5636	250	公劉	250.1	4	 迺機迺a[tsang]倉。	迺機迺倉	倉	250.1a	tsang			迺 + 機 + 迺 + 倉	迺 + 機 + 迺 + 倉	0 0 0 1409	4
5636	5637	250	公劉	250.1	1	迺裹餱a[liang]糧	迺裹餱糧	糧	250.1a	liang			迺 + 裹 + 餱 + 糧	迺 + 裹 + 餱 + 糧	0 0 0 1409	4
5637	5638	250	公劉	250.1	2	于橐于a[nang]囊	于橐于囊	囊	250.1a	nang			于 + 橐 + 于 + 囊	于 + 橐 + 于 + 囊	0 0 0 1409	4
5638	5639	250	公劉	250.1	3	 思輯用a[kuang]光 。	思輯用光	光	250.1a	kuang			思 + 輯 + 用 + 光	思 + 輯 + 用 + 光	0 0 0 1409	4
5639	5640	250	公劉	250.1	1	弓矢斯a[tiang]張	弓矢斯張	張	250.1a	tiang			弓 + 矢 + 斯 + 張	弓 + 矢 + 斯 + 張	0 0 0 1409	4
5640	5641	250	公劉	250.1	2	干戈戚a[jiang]揚	干戈戚揚	揚	250.1a	jiang			干 + 戈 + 戚 + 揚	干 + 戈 + 戚 + 揚	0 0 0 1409	4
5641	5642	250	公劉	250.1	3	爰方啟a[heang]行。（阳部）	爰方啟行	行	250.1a	heang	阳部		爰 + 方 + 啟 + 行	爰 + 方 + 啟 + 行	0 0 0 1409	4
5643	5644	250	公劉	250.2	2	于胥斯a[ngiuan]原	于胥斯原	原	250.2a	ngiuan			于 + 胥 + 斯 + 原	于 + 胥 + 斯 + 原	0 0 0 1410	4
5644	5645	250	公劉	250.2	3	既庶既a[biuan]繁	既庶既繁	繁	250.2a	biuan			既 + 庶 + 既 + 繁	既 + 庶 + 既 + 繁	0 0 0 1410	4
5645	5646	250	公劉	250.2	4	既順迺a[siuan]宣	既順迺宣	宣	250.2a	siuan			既 + 順 + 迺 + 宣	既 + 順 + 迺 + 宣	0 0 0 1410	4
5646	5647	250	公劉	250.2	5	而無永a[than]歎。	而無永歎	歎	250.2a	than			而 + 無 + 永 + 歎	而 + 無 + 永 + 歎	0 0 0 1410	4
5647	5648	250	公劉	250.2	1	陟則在a[ngian]巘	陟則在巘	巘	250.2a	ngian			陟 + 則 + 在 + 巘	陟 + 則 + 在 + 巘	0 0 0 1410	4
5648	5649	250	公劉	250.2	2	復降在a[ngiuan]原。（元部）	復降在原	原	250.2a	ngiuan	元部		復 + 降 + 在 + 原	復 + 降 + 在 + 原	0 0 0 1410	4
5650	5651	250	公劉	250.2	2	維玉及b[jiô]瑤	維玉及瑤	瑤	250.2b	jiô			維 + 玉 + 及 + 瑤	維 + 玉 + 及 + 瑤	0 0 0 1411	4
5651	5652	250	公劉	250.2	3	鞞琫容b[tô]刀。（宵部）	鞞琫容刀	刀	250.2b	tô	宵部		鞞 + 琫 + 容 + 刀	鞞 + 琫 + 容 + 刀	0 0 0 1411	4
5653	5654	250	公劉	250.3	2	逝彼百a[dziuan]泉	逝彼百泉	泉	250.3a	dziuan			逝 + 彼 + 百 + 泉	逝 + 彼 + 百 + 泉	0 0 0 1412	4
5654	5655	250	公劉	250.3	3	瞻彼溥a[ngiuan]原。（元部）	瞻彼溥原	原	250.3a	ngiuan	元部		瞻 + 彼 + 溥 + 原	瞻 + 彼 + 溥 + 原	0 0 0 1412	4
5655	5656	250	公劉	250.3	1	迺陟南b[kang]岡	迺陟南岡	岡	250.3b	kang			迺 + 陟 + 南 + 岡	迺 + 陟 + 南 + 岡	0 0 0 1413	4
5656	5657	250	公劉	250.3	2	乃覯于b[kyang]京。（阳部）	乃覯于京	京	250.3b	kyang	阳部		乃 + 覯 + 于 + 京	乃 + 覯 + 于 + 京	0 0 0 1413	4
5657	5658	250	公劉	250.3	1	京師之c[jya]野	京師之野	野	250.3c	jya			京 + 師 + 之 + 野	京 + 師 + 之 + 野	0 0 0 1414	4
5658	5659	250	公劉	250.3	2	于時處c[thjia]處	于時處處	處	250.3c	thjia			于 + 時 + 處 + 處	于 + 時 + 處 + 處	0 0 1414 0	4
5659	5660	250	公劉	250.3	3	于時廬c[lia]旅	于時廬旅	旅	250.3c	lia			于 + 時 + 廬 + 旅	于 + 時 + 廬 + 旅	0 0 0 1414	4
5661	5662	250	公劉	250.3	5	于時c[ngia]語語。（鱼部）	于時語語	語	250.3c	ngia	鱼部		于 + 時 + 語 + 語	于 + 時 + 語 + 語	0 0 1414 0	4
5663	5664	250	公劉	250.4	2	于京斯a[iəi]依。	于京斯依	依	250.4a	iəi			于 + 京 + 斯 + 依	于 + 京 + 斯 + 依	0 0 0 1415	4
5664	5665	250	公劉	250.4	1	蹌蹌濟a[tzyei]濟	蹌蹌濟濟	濟	250.4a	tzyei			蹌 + 蹌 + 濟 + 濟	蹌 + 蹌 + 濟 + 濟	0 0 1415 0	4
5665	5666	250	公劉	250.4	2	俾筵俾a[kiei]几。	俾筵俾几	几	250.4a	kiei			俾 + 筵 + 俾 + 几	俾 + 筵 + 俾 + 几	0 0 0 1415	4
5666	5667	250	公劉	250.4	1	既登乃a[iəi]依。（微脂合韵）	既登乃依	依	250.4a	iəi	微脂合韵		既 + 登 + 乃 + 依	既 + 登 + 乃 + 依	0 0 0 1415	4
5667	5668	250	公劉	250.4	1	乃造其b[dzu]曹	乃造其曹	曹	250.4b	dzu			乃 + 造 + 其 + 曹	乃 + 造 + 其 + 曹	0 0 0 1416	4
5668	5669	250	公劉	250.4	2	執豕于b[lu]牢	執豕于牢	牢	250.4b	lu			執 + 豕 + 于 + 牢	執 + 豕 + 于 + 牢	0 0 0 1416	4
5669	5670	250	公劉	250.4	3	酌之用b[beu]匏。（幽部）	酌之用匏	匏	250.4b	beu	幽部		酌 + 之 + 用 + 匏	酌 + 之 + 用 + 匏	0 0 0 1416	4
5670	5671	250	公劉	250.4	1	食之c[iəm]飲之	食之飲之	飲	250.4c	iəm			食 + 之 + 飲 + 之	食 + 之 + 飲 + 之	0 0 1417 0	4
5671	5672	250	公劉	250.4	2	君之c[tzuəm]宗之。（侵部）	君之宗之	宗	250.4c	tzuəm	侵部		君 + 之 + 宗 + 之	君 + 之 + 宗 + 之	0 0 1417 0	4
5673	5674	250	公劉	250.5	2	既溥既a[diang]長	既溥既長	長	250.5a	diang			既 + 溥 + 既 + 長	既 + 溥 + 既 + 長	0 0 0 1418	4
5674	5675	250	公劉	250.5	3	既景迺a[kang]岡	既景迺岡	岡	250.5a	kang			既 + 景 + 迺 + 岡	既 + 景 + 迺 + 岡	0 0 0 1418	4
5675	5676	250	公劉	250.5	4	相其陰a[jiang]陽。（阳部）	相其陰陽	陽	250.5a	jiang	阳部		相 + 其 + 陰 + 陽	相 + 其 + 陰 + 陽	0 0 0 1418	4
5676	5677	250	公劉	250.5	1	觀其流b[dziuan]泉	觀其流泉	泉	250.5b	dziuan			觀 + 其 + 流 + 泉	觀 + 其 + 流 + 泉	0 0 0 1419	4
5677	5678	250	公劉	250.5	2	其軍三b[tan]單	其軍三單	單	250.5b	tan			其 + 軍 + 三 + 單	其 + 軍 + 三 + 單	0 0 0 1419	4
5678	5679	250	公劉	250.5	3	度其隰b[ngiuan]原。（元部）	度其隰原	原	250.5b	ngiuan	元部		度 + 其 + 隰 + 原	度 + 其 + 隰 + 原	0 0 0 1419	4
5679	5680	250	公劉	250.5	1	徹田為c[liang]糧	徹田為糧	糧	250.5c	liang			徹 + 田 + 為 + 糧	徹 + 田 + 為 + 糧	0 0 0 1420	4
5680	5681	250	公劉	250.5	2	度其夕c[jiang]陽	度其夕陽	陽	250.5c	jiang			度 + 其 + 夕 + 陽	度 + 其 + 夕 + 陽	0 0 0 1420	4
5681	5682	250	公劉	250.5	3	豳居允c[xuang]荒。（阳部）	豳居允荒	荒	250.5c	xuang	阳部		豳 + 居 + 允 + 荒	豳 + 居 + 允 + 荒	0 0 0 1420	4
5683	5684	250	公劉	250.6	2	于豳斯a[kuan]館。	于豳斯館	館	250.6a	kuan			于 + 豳 + 斯 + 館	于 + 豳 + 斯 + 館	0 0 0 1421	4
5684	5685	250	公劉	250.6	1	涉渭為a[luan]亂	涉渭為亂	亂	250.6a	luan			涉 + 渭 + 為 + 亂	涉 + 渭 + 為 + 亂	0 0 0 1421	4
5685	5686	250	公劉	250.6	2	取厲取a[tuan]鍛。（元部）	取厲取鍛	鍛	250.6a	tuan	元部		取 + 厲 + 取 + 鍛	取 + 厲 + 取 + 鍛	0 0 0 1421	4
5686	5687	250	公劉	250.6	1	止基迺b[liə]理	止基迺理	理	250.6b	liə			止 + 基 + 迺 + 理	止 + 基 + 迺 + 理	0 0 0 1422	4
5687	5688	250	公劉	250.6	2	爰眾爰b[hiuə]有。（之部）	爰眾爰有	有	250.6b	hiuə	之部		爰 + 眾 + 爰 + 有	爰 + 眾 + 爰 + 有	0 0 0 1422	4
5688	5689	250	公劉	250.6	1	夾其皇c[kean]澗	夾其皇澗	澗	250.6c	kean			夾 + 其 + 皇 + 澗	夾 + 其 + 皇 + 澗	0 0 0 1423	4
5689	5690	250	公劉	250.6	2	溯其過c[kean]澗。（元部）	溯其過澗	澗	250.6c	kean	元部		溯 + 其 + 過 + 澗	溯 + 其 + 過 + 澗	0 0 0 1423	4
5690	5691	250	公劉	250.6	1	止旅迺d[miet]密	止旅迺密	密	250.6d	miet			止 + 旅 + 迺 + 密	止 + 旅 + 迺 + 密	0 0 0 1424	4
5691	5692	250	公劉	250.6	2	芮鞫之d[tziet]即。（质部）	芮鞫之即	即	250.6d	tziet	质部		芮 + 鞫 + 之 + 即	芮 + 鞫 + 之 + 即	0 0 0 1424	4
5693	5694	251	泂酌	251.1	2	挹彼注a[tziə]茲	挹彼注茲	茲	251.1a	tziə			挹 + 彼 + 注 + 茲	挹 + 彼 + 注 + 茲	0 0 0 1425	4
5694	5695	251	泂酌	251.1	3	可以饙a[thjiə]饎。	可以饙饎	饎	251.1a	thjiə			可 + 以 + 饙 + 饎	可 + 以 + 饙 + 饎	0 0 0 1425	4
5695	5696	251	泂酌	251.1	1	豈弟君a[tziə]子	豈弟君子	子	251.1a	tziə			豈 + 弟 + 君 + 子	豈 + 弟 + 君 + 子	0 0 0 1425	4
5696	5697	251	泂酌	251.1	2	民之父a[mə]母 。（之部）	民之父母	母	251.1a	mə	之部		民 + 之 + 父 + 母	民 + 之 + 父 + 母	0 0 0 1425	4
5698	5699	251	泂酌	251.2	2	挹彼注a[tziə]茲	挹彼注茲	茲	251.2a	tziə			挹 + 彼 + 注 + 茲	挹 + 彼 + 注 + 茲	0 0 0 1426	4
5699	5700	251	泂酌	251.2	3	可以濯b[luəi]罍。（a= 之部）	可以濯罍	罍	251.2b	luəi	a=之部		可 + 以 + 濯 + 罍	可 + 以 + 濯 + 罍	0 0 0 1427	4
5700	5701	251	泂酌	251.2	1	豈弟君a[tziə]子	豈弟君子	子	251.2a	tziə			豈 + 弟 + 君 + 子	豈 + 弟 + 君 + 子	0 0 0 1426	4
5701	5702	251	泂酌	251.2	2	民之攸b[kiuəi]歸 。（b= 微部）	民之攸歸	歸	251.2b	kiuəi	b=微部		民 + 之 + 攸 + 歸	民 + 之 + 攸 + 歸	0 0 0 1427	4
5703	5704	251	泂酌	251.3	2	挹彼注a[tziə]茲	挹彼注茲	茲	251.3a	tziə			挹 + 彼 + 注 + 茲	挹 + 彼 + 注 + 茲	0 0 0 1428	4
5704	5705	251	泂酌	251.3	3	可以濯b[kət]溉。（a= 之部）	可以濯溉	溉	251.3b	kət	a=之部		可 + 以 + 濯 + 溉	可 + 以 + 濯 + 溉	0 0 0 1429	4
5705	5706	251	泂酌	251.3	1	豈弟君a[tziə]子	豈弟君子	子	251.3a	tziə			豈 + 弟 + 君 + 子	豈 + 弟 + 君 + 子	0 0 0 1428	4
5706	5707	251	泂酌	251.3	2	民之攸b[xiət]塈 。（b= 物部）	民之攸塈	塈	251.3b	xiət	b=物部		民 + 之 + 攸 + 塈	民 + 之 + 攸 + 塈	0 0 0 1429	4
5707	5708	252	卷阿	252.1	1	有卷者a[ai]阿	有卷者阿	阿	252.1a	ai			有 + 卷 + 者 + 阿	有 + 卷 + 者 + 阿	0 0 0 1430	4
5708	5709	252	卷阿	252.1	2	飄風自b[nəm]南。（a= 歌部）	飄風自南	南	252.1b	nəm	a=歌部		飄 + 風 + 自 + 南	飄 + 風 + 自 + 南	0 0 0 1431	4
5710	5711	252	卷阿	252.1	2	來游來a[kai]歌	來游來歌	歌	252.1a	kai			來 + 游 + 來 + 歌	來 + 游 + 來 + 歌	0 0 0 1430	4
5711	5712	252	卷阿	252.1	3	以矢其b[iəm]音 。（b= 侵部）	以矢其音	音	252.1b	iəm	b=侵部		以 + 矢 + 其 + 音	以 + 矢 + 其 + 音	0 0 0 1431	4
5712	5713	252	卷阿	252.2	1	伴奐爾a[jiu]游矣	伴奐爾游矣	游	252.2a	jiu			伴 + 奐 + 爾 + 游 + 矣	伴 + 奐 + 爾 + 游 + 矣	0 0 0 1432 0	5
5713	5714	252	卷阿	252.2	2	優游爾a[xiu]休矣。	優游爾休矣	休	252.2a	xiu			優 + 游 + 爾 + 休 + 矣	優 + 游 + 爾 + 休 + 矣	0 0 0 1432 0	5
5716	5717	252	卷阿	252.2	3	似先公a[dziu]酋矣。（幽部）	似先公酋矣	酋	252.2a	dziu	幽部		似 + 先 + 公 + 酋 + 矣	似 + 先 + 公 + 酋 + 矣	0 0 0 1432 0	5
5718	5719	252	卷阿	252.3	2	亦孔之a[ho]厚矣。	亦孔之厚矣	厚	252.3a	ho			亦 + 孔 + 之 + 厚 + 矣	亦 + 孔 + 之 + 厚 + 矣	0 0 0 1433 0	5
5721	5722	252	卷阿	252.3	3	百神爾a[tjio]主矣 。（侯部）	百神爾主矣	主	252.3a	tjio	侯部		百 + 神 + 爾 + 主 + 矣	百 + 神 + 爾 + 主 + 矣	0 0 0 1433 0	5
5722	5723	252	卷阿	252.4	1	爾受命a[diang]長矣	爾受命長矣	長	252.4a	diang			爾 + 受 + 命 + 長 + 矣	爾 + 受 + 命 + 長 + 矣	0 0 0 1434 0	5
5723	5724	252	卷阿	252.4	2	茀祿爾a[khang]康矣。	茀祿爾康矣	康	252.4a	khang			茀 + 祿 + 爾 + 康 + 矣	茀 + 祿 + 爾 + 康 + 矣	0 0 0 1434 0	5
5726	5727	252	卷阿	252.4	3	純嘏爾a[zjiang]常矣 。（阳部）	純嘏爾常矣	常	252.4a	zjiang	阳部		純 + 嘏 + 爾 + 常 + 矣	純 + 嘏 + 爾 + 常 + 矣	0 0 0 1434 0	5
5727	5728	252	卷阿	252.5	1	有馮有a[jiək]翼	有馮有翼	翼	252.5a	jiək			有 + 馮 + 有 + 翼	有 + 馮 + 有 + 翼	0 0 0 1435	4
5728	5729	252	卷阿	252.5	2	有孝有a[tək]德	有孝有德	德	252.5a	tək			有 + 孝 + 有 + 德	有 + 孝 + 有 + 德	0 0 0 1435	4
5729	5730	252	卷阿	252.5	3	以引以a[jiək]翼。	以引以翼	翼	252.5a	jiək			以 + 引 + 以 + 翼	以 + 引 + 以 + 翼	0 0 0 1435	4
5731	5732	252	卷阿	252.5	2	四方為a[tzək]則 。（职部）	四方為則	則	252.5a	tzək	职部		四 + 方 + 為 + 則	四 + 方 + 為 + 則	0 0 0 1435	4
5732	5733	252	卷阿	252.6	1	顒顒卬a[ngang]卬	顒顒卬卬	卬	252.6a	ngang			顒 + 顒 + 卬 + 卬	顒 + 顒 + 卬 + 卬	0 0 1436 0	4
5733	5734	252	卷阿	252.6	2	如圭如a[tjiang]璋	如圭如璋	璋	252.6a	tjiang			如 + 圭 + 如 + 璋	如 + 圭 + 如 + 璋	0 0 0 1436	4
5734	5735	252	卷阿	252.6	3	令聞令a[miuang]望。	令聞令望	望	252.6a	miuang			令 + 聞 + 令 + 望	令 + 聞 + 令 + 望	0 0 0 1436	4
5736	5737	252	卷阿	252.6	2	四方為a[kang]綱 。（阳部）	四方為綱	綱	252.6a	kang	阳部		四 + 方 + 為 + 綱	四 + 方 + 為 + 綱	0 0 0 1436	4
5739	5740	252	卷阿	252.7	3	亦集爰a[tjiə]止。	亦集爰止	止	252.7a	tjiə			亦 + 集 + 爰 + 止	亦 + 集 + 爰 + 止	0 0 0 1437	4
5740	5741	252	卷阿	252.7	1	藹藹王多吉a[dzhiə]士	藹藹王多吉士	士	252.7a	dzhiə			藹 + 藹 + 王 + 多 + 吉 + 士	藹 + 藹 + 王 + 多 + 吉 + 士	0 0 0 0 0 1437	6
5741	5742	252	卷阿	252.7	2	維君子a[shiə]使	維君子使	使	252.7a	shiə			維 + 君 + 子 + 使	維 + 君 + 子 + 使	0 0 0 1437	4
5742	5743	252	卷阿	252.7	3	媚於天a[tziə]子 。（之部）	媚於天子	子	252.7a	tziə	之部		媚 + 於 + 天 + 子	媚 + 於 + 天 + 子	0 0 0 1437	4
5745	5746	252	卷阿	252.8	3	亦傅于a[thyen]天。	亦傅于天	天	252.8a	thyen			亦 + 傅 + 于 + 天	亦 + 傅 + 于 + 天	0 0 0 1438	4
5746	5747	252	卷阿	252.8	1	藹藹王多吉a[njien]人	藹藹王多吉人	人	252.8a	njien			藹 + 藹 + 王 + 多 + 吉 + 人	藹 + 藹 + 王 + 多 + 吉 + 人	0 0 0 0 0 1438	6
5747	5748	252	卷阿	252.8	2	維君子a[myen]命	維君子命	命	252.8a	myen			維 + 君 + 子 + 命	維 + 君 + 子 + 命	0 0 0 1438	4
5748	5749	252	卷阿	252.8	3	媚于庶a[njien]人 。（真部）	媚于庶人	人	252.8a	njien	真部		媚 + 于 + 庶 + 人	媚 + 于 + 庶 + 人	0 0 0 1438	4
5749	5750	252	卷阿	252.9	1	鳳凰a[mieng]鳴矣	鳳凰鳴矣	鳴	252.9a	mieng			鳳 + 凰 + 鳴 + 矣	鳳 + 凰 + 鳴 + 矣	0 0 1439 0	4
5750	5751	252	卷阿	252.9	2	于彼高b[kang]岡。（a= 耕部）	于彼高岡	岡	252.9b	kang	a=耕部		于 + 彼 + 高 + 岡	于 + 彼 + 高 + 岡	0 0 0 1440	4
5751	5752	252	卷阿	252.9	1	梧桐a[sheng]生矣	梧桐生矣	生	252.9a	sheng			梧 + 桐 + 生 + 矣	梧 + 桐 + 生 + 矣	0 0 1439 0	4
5752	5753	252	卷阿	252.9	2	于彼朝b[jiang]陽 。（b= 阳部）	于彼朝陽	陽	252.9b	jiang	b=阳部		于 + 彼 + 朝 + 陽	于 + 彼 + 朝 + 陽	0 0 0 1440	4
5753	5754	252	卷阿	252.9	1	菶菶萋c[tsyei]萋	菶菶萋萋	萋	252.9c	tsyei			菶 + 菶 + 萋 + 萋	菶 + 菶 + 萋 + 萋	0 0 1441 0	4
5754	5755	252	卷阿	252.9	2	雝雝喈c[kei]喈。（脂部）	雝雝喈喈	喈	252.9c	kei	脂部		雝 + 雝 + 喈 + 喈	雝 + 雝 + 喈 + 喈	0 0 1441 0	4
5755	5756	252	卷阿	252.1	1	君子之a[kia]車	君子之車	車	252.1a	kia			君 + 子 + 之 + 車	君 + 子 + 之 + 車	0 0 0 1430	4
5756	5757	252	卷阿	252.1	2	既庶且b[tai]多。（a= 鱼部）	既庶且多	多	252.1b	tai	a=鱼部		既 + 庶 + 且 + 多	既 + 庶 + 且 + 多	0 0 0 1431	4
5757	5758	252	卷阿	252.1	1	君子之a[mea]馬	君子之馬	馬	252.1a	mea			君 + 子 + 之 + 馬	君 + 子 + 之 + 馬	0 0 0 1430	4
5758	5759	252	卷阿	252.1	2	既閑且b[diai]馳 。	既閑且馳	馳	252.1b	diai			既 + 閑 + 且 + 馳	既 + 閑 + 且 + 馳	0 0 0 1431	4
5759	5760	252	卷阿	252.1	1	矢詩不b[tai]多	矢詩不多	多	252.1b	tai			矢 + 詩 + 不 + 多	矢 + 詩 + 不 + 多	0 0 0 1431	4
5760	5761	252	卷阿	252.1	2	維以遂b[kai]歌。（歌部）	維以遂歌	歌	252.1b	kai	歌部		維 + 以 + 遂 + 歌	維 + 以 + 遂 + 歌	0 0 0 1431	4
5762	5763	253	民勞	253.1	2	汔可小a[khang]康。	汔可小康	康	253.1a	khang			汔 + 可 + 小 + 康	汔 + 可 + 小 + 康	0 0 0 1442	4
5764	5765	253	民勞	253.1	2	以綏四a[piuang]方 。	以綏四方	方	253.1a	piuang			以 + 綏 + 四 + 方	以 + 綏 + 四 + 方	0 0 0 1442	4
5766	5767	253	民勞	253.1	2	以謹無a[liang]良。	以謹無良	良	253.1a	liang			以 + 謹 + 無 + 良	以 + 謹 + 無 + 良	0 0 0 1442	4
5768	5769	253	民勞	253.1	2	憯不畏a[myang]明 。	憯不畏明	明	253.1a	myang			憯 + 不 + 畏 + 明	憯 + 不 + 畏 + 明	0 0 0 1442	4
5770	5771	253	民勞	253.1	2	以定我a[hiuang]王。（阳部）	以定我王	王	253.1a	hiuang	阳部		以 + 定 + 我 + 王	以 + 定 + 我 + 王	0 0 0 1442	4
5772	5773	253	民勞	253.2	2	汔可小a[xiu]休。	汔可小休	休	253.2a	xiu			汔 + 可 + 小 + 休	汔 + 可 + 小 + 休	0 0 0 1443	4
5774	5775	253	民勞	253.2	2	以為民a[giu]逑 。	以為民逑	逑	253.2a	giu			以 + 為 + 民 + 逑	以 + 為 + 民 + 逑	0 0 0 1443	4
5776	5777	253	民勞	253.2	2	以謹惛a[neô]怓。	以謹惛怓	怓	253.2a	neô			以 + 謹 + 惛 + 怓	以 + 謹 + 惛 + 怓	0 0 0 1443	4
5778	5779	253	民勞	253.2	2	無俾民a[iu]憂 。	無俾民憂	憂	253.2a	iu			無 + 俾 + 民 + 憂	無 + 俾 + 民 + 憂	0 0 0 1443	4
5780	5781	253	民勞	253.2	2	以為王a[xiu]休。（幽宵合韵）	以為王休	休	253.2a	xiu	幽宵合韵		以 + 為 + 王 + 休	以 + 為 + 王 + 休	0 0 0 1443	4
5782	5783	253	民勞	253.3	2	汔可小a[siək]息。	汔可小息	息	253.3a	siək			汔 + 可 + 小 + 息	汔 + 可 + 小 + 息	0 0 0 1444	4
5784	5785	253	民勞	253.3	2	以綏四a[kuək]國 。	以綏四國	國	253.3a	kuək			以 + 綏 + 四 + 國	以 + 綏 + 四 + 國	0 0 0 1444	4
5786	5787	253	民勞	253.3	2	以謹罔a[giək]極。	以謹罔極	極	253.3a	giək			以 + 謹 + 罔 + 極	以 + 謹 + 罔 + 極	0 0 0 1444	4
5788	5789	253	民勞	253.3	2	無俾作a[thək]慝 。	無俾作慝	慝	253.3a	thək			無 + 俾 + 作 + 慝	無 + 俾 + 作 + 慝	0 0 0 1444	4
5790	5791	253	民勞	253.3	2	以近有a[tək]德。（职部）	以近有德	德	253.3a	tək	职部		以 + 近 + 有 + 德	以 + 近 + 有 + 德	0 0 0 1444	4
5792	5793	253	民勞	253.4	2	汔可小a[khiat]愒。	汔可小愒	愒	253.4a	khiat			汔 + 可 + 小 + 愒	汔 + 可 + 小 + 愒	0 0 0 1445	4
5794	5795	253	民勞	253.4	2	俾民憂a[jiat]泄 。	俾民憂泄	泄	253.4a	jiat			俾 + 民 + 憂 + 泄	俾 + 民 + 憂 + 泄	0 0 0 1445	4
5796	5797	253	民勞	253.4	2	以謹醜a[liat]厲。	以謹醜厲	厲	253.4a	liat			以 + 謹 + 醜 + 厲	以 + 謹 + 醜 + 厲	0 0 0 1445	4
5798	5799	253	民勞	253.4	2	無俾正a[beat]敗 。	無俾正敗	敗	253.4a	beat			無 + 俾 + 正 + 敗	無 + 俾 + 正 + 敗	0 0 0 1445	4
5800	5801	253	民勞	253.4	2	而式弘a[dat]大。（月部）	而式弘大	大	253.4a	dat	月部		而 + 式 + 弘 + 大	而 + 式 + 弘 + 大	0 0 0 1445	4
5802	5803	253	民勞	253.5	2	汔可小a[an]安。	汔可小安	安	253.5a	an			汔 + 可 + 小 + 安	汔 + 可 + 小 + 安	0 0 0 1446	4
5804	5805	253	民勞	253.5	2	國無有a[dzan]殘 。	國無有殘	殘	253.5a	dzan			國 + 無 + 有 + 殘	國 + 無 + 有 + 殘	0 0 0 1446	4
5806	5807	253	民勞	253.5	2	以謹繾a[khiuan]綣。	以謹繾綣	綣	253.5a	khiuan			以 + 謹 + 繾 + 綣	以 + 謹 + 繾 + 綣	0 0 0 1446	4
5808	5809	253	民勞	253.5	2	無俾正a[piuan]反 。	無俾正反	反	253.5a	piuan			無 + 俾 + 正 + 反	無 + 俾 + 正 + 反	0 0 0 1446	4
5810	5811	253	民勞	253.5	2	是用大a[kean]諫。（元部）	是用大諫	諫	253.5a	kean	元部		是 + 用 + 大 + 諫	是 + 用 + 大 + 諫	0 0 0 1446	4
